text,category,subcategory,severity
че ты бампаешь? в лысотред иди,OFFENSE,PERSONAL_INSULT,MEDIUM
"Хули ты паришься, раньше у нас во дворе говорили про такое-корова лизнула в детстве. Это фишка твоя, мозги не еби",OFFENSE,PROFANITY,MEDIUM
"Кто все эти импотенты, советующие финастерид? Вы ебобо? У самих не стоит, дайте хоть другим шанс.",OFFENSE,DEROGATORY_LANGUAGE,MEDIUM
А зачем нам стояк? В попку приятнее..,OFFENSE,PROFANITY,MEDIUM
Ты просто и не лысел.,OFFENSE,PERSONAL_INSULT,MEDIUM
"Никакой, бесполезная хуета с минимальным эффектом.",OFFENSE,PROFANITY,MEDIUM
"Нихуя себе бесполезная, я за три недели оброс как не стриженый куст. У меня жидкость в синей упаковке.",OFFENSE,PROFANITY,MEDIUM
"Ты же понимаешь что втерев это 1 раз, тебе надо будет это втирать всю оставшуюся жизнь и если ты проебешься хоть 1 раз - волосы вылетят нахуй с утроенной скоростью?  У тебя вообще лайтовая хуйня, у меня так лет в 16 уже было блять.  Массаж головы + Меззороллер + не агрессивно мой бошку, не три ее полотенцем а промокай + витамины, все что для волос пей овердозом + упражнения мыщц шеи и лба, + подбери норм шампунь и бальзам.  У меня результат примерно такой за 2 года ебли.",OFFENSE,PROFANITY,HIGH
"Но ты же просто волосы отрастил. У тебя как была убежавшая линия волос, так и осталась.",NEUTRAL,OPINION,LOW
"Она меня уезжала до ушей почти ебень чтоли, щас раза в 2 меньше стала.",OFFENSE,PROFANITY,MEDIUM
"Облысение по ага всегда с висков, либо жри фин, либо лысей. Никаких побочек нет при дозе 0.2",NEUTRAL,FACT,LOW
я солидный мужик на важной должности Так сделай пересадку. солидный мужчина?,NEUTRAL,OPINION,LOW
"найс советы раздаешь я другой, но не у всех максимально агрессивно ебашит аж до 7 норвуда. у когото максимум 3 в старости будет и всё, иначе бы никто пересадку не делал.",NEUTRAL,OPINION,LOW
Спрошу в годном треде. Что анон пояснит про копексил? Работает?,NEUTRAL,QUESTION,LOW
"А можешь описать больше. Просто результат у тебя хороший. Какие витамины, шампунь, бальзам и упражнения. Тоже хочу попробовать по твоему методу.",NEUTRAL,QUESTION,LOW
"шампунь с кетоконазолом, финастерид и миноксидил с массажем башке дерма роллером. Это поможет обратно отрастить волосы на залысинах?",NEUTRAL,QUESTION,LOW
"отличный результат, подскажи шампуни бальзамы, чтобы знать, в какую сторону двигаться",NEUTRAL,QUESTION,LOW
ты ебанат? для лысачей отдельная доска есть зарепортил,OFFENSE,PERSONAL_INSULT,HIGH
Лысодебил уймись,OFFENSE,PERSONAL_INSULT,HIGH
"А если я уже норм так облысел, то от финастерида смысл есть? Волосы новые на залысинах вырастут?",NEUTRAL,OPINION,LOW
"с миноксидилом осторожно, у него могут быть неприятные побочные эффекты, особенно если есть проблемы с сердцем",NEUTRAL,OPINION,LOW
"Нет, ты себе только уронишь ДГТ, тем самым станешь плаксой и неженкой с жирком",OFFENSE,PERSONAL_INSULT,MEDIUM
"Я генеролон в аптеке покупаю, 3 флакона 2200 рублей",NEUTRAL,FACT,LOW
"А парикможерша Людмила шарит в волосах? Я вчера подстригаться ходил, она сказала, что я не плешивый",NEUTRAL,OPINION,LOW
"Ем 2.5мг дуты в день, похуй на тебя и твой ДГТ обоссаный, ДГТ — это помойный гормон",OFFENSE,PROFANITY,HIGH
"Бля, мне кстати так же стригуля сказала...",NEUTRAL,OPINION,LOW
"У меня было такое, что пожилая учила молодую стричь...",NEUTRAL,OPINION,LOW
ДГТ — это помойный гормон. От него лицо чедовским становится и член вырастает. А облысение — побочка,OFFENSE,PROFANITY,MEDIUM
"Пиздос, тред живет 4 дня и не тонет",OFFENSE,PROFANITY,MEDIUM
"Так его регулярно бампают, ебанат",OFFENSE,PROFANITY,MEDIUM
"Ого, ты отрастил чёлку, ахуеть. Как был хуйней лысой, так и остался",OFFENSE,PERSONAL_INSULT,HIGH
Проплешоникс тред!,NEUTRAL,OPINION,LOW
ПАРАД В КАЗАХСТАНЕ. СМОТРИМ,NEUTRAL,OPINION,LOW
